id,fecha,texto
1990226749754671416,2025-11-17T01:13:28.000Z,"@PaulinaRubioFdz YA BASTA!. En su DESESPERACIÓN POR PROVOCAR DISTURBIOS Y CREAR MÁRTIRES, @RicardoBSalinas convocó a grupos como ""LAS FEMINAZIS"" a la marcha de la llamada @generacionz_mx .
Quién mandó matar a Carlos Manzo, creó está coyuntura e INTENTA MANIPULAR a México?https://t.co/ydClhBBDkB…"
1990226707593445511,2025-11-17T01:13:18.000Z,"@generacionz_mx YA BASTA!. En su DESESPERACIÓN POR PROVOCAR DISTURBIOS Y CREAR MÁRTIRES, @RicardoBSalinas convocó a grupos como ""LAS FEMINAZIS"" a la marcha de la llamada @generacionz_mx .
Quién mandó matar a Carlos Manzo, creó está coyuntura e INTENTA MANIPULAR a México?https://t.co/ydClhBBDkB…"
1990226669597245896,2025-11-17T01:13:09.000Z,"@Melissa_Bely YA BASTA!. En su DESESPERACIÓN POR PROVOCAR DISTURBIOS Y CREAR MÁRTIRES, @RicardoBSalinas convocó a grupos como ""LAS FEMINAZIS"" a la marcha de la llamada @generacionz_mx .
Quién mandó matar a Carlos Manzo, creó está coyuntura e INTENTA MANIPULAR a México?https://t.co/ydClhBBDkB…"
1990226656611696970,2025-11-17T01:13:06.000Z,@monerorape Tu eres el que se burlo de la abuela de Carlos Manzo...
1990226626383069456,2025-11-17T01:12:59.000Z,"@Moonlight_Blue4 YA BASTA!. En su DESESPERACIÓN POR PROVOCAR DISTURBIOS Y CREAR MÁRTIRES, @RicardoBSalinas convocó a grupos como ""LAS FEMINAZIS"" a la marcha de la llamada @generacionz_mx .
Quién mandó matar a Carlos Manzo, creó está coyuntura e INTENTA MANIPULAR a México?https://t.co/ydClhBB5v3…"
1990226582804238642,2025-11-17T01:12:48.000Z,"@DerechaDiarioMX YA BASTA!. En su DESESPERACIÓN POR PROVOCAR DISTURBIOS Y CREAR MÁRTIRES, @RicardoBSalinas convocó a grupos como ""LAS FEMINAZIS"" a la marcha de la llamada @generacionz_mx .
Quién mandó matar a Carlos Manzo, creó está coyuntura e INTENTA MANIPULAR a México?https://t.co/ydClhBB5v3…"
1990226508162691400,2025-11-17T01:12:30.000Z,"@azucenau YA BASTA!. En su DESESPERACIÓN POR PROVOCAR DISTURBIOS Y CREAR MÁRTIRES, @RicardoBSalinas convocó a grupos como ""LAS FEMINAZIS"" a la marcha de la llamada @generacionz_mx .
Quién mandó matar a Carlos Manzo, creó está coyuntura e INTENTA MANIPULAR a México?https://t.co/ydClhBBDkB…"
1990226451191529588,2025-11-17T01:12:17.000Z,"@RicardoBSalinas YA BASTA!. En su DESESPERACIÓN POR PROVOCAR DISTURBIOS Y CREAR MÁRTIRES, @RicardoBSalinas convocó a grupos como ""LAS FEMINAZIS"" a la marcha de la llamada @generacionz_mx .
Quién mandó matar a Carlos Manzo, creó está coyuntura e INTENTA MANIPULAR a México?https://t.co/ydClhBBDkB…"
1990226399022739805,2025-11-17T01:12:04.000Z,"@PartidoMorenaMx Eso si lo condenan, pero no fueran los grupos criminales q asedian todo México, o la muerte de la maestra que trabajaba de Uber en Veracruz, o la muerte de quién dirigía el sindicato de limoneros, o la muerte de Carlos manzo, ahí si ni se pronunciaron hdp!!! Morena corruptos!!!"
1990226352356966877,2025-11-17T01:11:53.000Z,"@Javier_Alatorre YA BASTA!. En su DESESPERACIÓN POR PROVOCAR DISTURBIOS Y CREAR MÁRTIRES, @RicardoBSalinas convocó a grupos como ""LAS FEMINAZIS"" a la marcha de la llamada @generacionz_mx .
Quién mandó matar a Carlos Manzo, creó está coyuntura e INTENTA MANIPULAR a México?https://t.co/ydClhBBDkB…"
1990226311055393025,2025-11-17T01:11:43.000Z,@maximoam_ hablar mal de la memoria de Carlos Manzo... no es buena idea eh! ve a gritar eso a Uruapan a ver cómo te va! 🙄🙄🙄
1990226286040481875,2025-11-17T01:11:37.000Z,"@Javier_Alatorre YA BASTA!. En su DESESPERACIÓN POR PROVOCAR DISTURBIOS Y CREAR MÁRTIRES, @RicardoBSalinas convocó a grupos como ""LAS FEMINAZIS"" a la marcha de la llamada @generacionz_mx .
Quién mandó matar a Carlos Manzo, creó está coyuntura e INTENTA MANIPULAR a México?https://t.co/ydClhBB5v3…"
1990226123364741622,2025-11-17T01:10:59.000Z,"@PonchoGutz ¿Que los policías, totalmente equipados, fueron derrotados por una marcha de viejitos? Consistente con el asesinato de Carlos Manzo, donde nos enteramos que el federal es incompetente. Broma, obviamente el federal miente."
1990225960986452140,2025-11-17T01:10:20.000Z,"@RicardoBSalinas @PartidoMorenaMx YA BASTA!. En su DESESPERACIÓN POR PROVOCAR DISTURBIOS Y CREAR MÁRTIRES, @RicardoBSalinas convocó a grupos como ""LAS FEMINAZIS"" a la marcha de la llamada @generacionz_mx .
Quién mandó matar a Carlos Manzo, creó está coyuntura e INTENTA MANIPULAR a México?https://t.co/ydClhBBDkB…"
1990225907454525671,2025-11-17T01:10:07.000Z,@azucenau @FabiaNoise @El_Universal_Mx Que no escuchaste a l esposa de Carlos Manzo deslindarse de esta completa FARSA de marcha
1990225866924687678,2025-11-17T01:09:57.000Z,"@Andrea_VelezP @Fridaguerrera @VocesDLAusencia @jet1403 @julioastillero @Esanjuro ¿También te querías colgar?

Para eso ya tienes a Carlos Manzo, ¿no? Su viuda pidió que no se usara su muerte, a tí y a toda la fachiza les vale m4dre, porque les vale m4dre el país. Lo único que quieren tú y los demás vejestorios PARTIDISTAS es recuperar sus privilegios 😌⬇️ https://t.co/rhqRQzYNNd"
1990225572363211014,2025-11-17T01:08:47.000Z,"No tiene limites esta HIJA DE LA CHINGADA @Claudiashein primero se deja tocar las chichis para desviar la atención del asesinato de Carlos Manzo, ahora pone a las hordas a desviar la marcha de la #GeneraciónZ usando el nazismo. QUE ASCO ME DA TU HIJA, Annie Pardo! Que mala madre! https://t.co/oPyeoUlfLg"
1990224895066673455,2025-11-17T01:06:06.000Z,@YalaniV @violetamg10078 No señor no desinforme y no se escuse con la vida de alguien que si veía por la ley y solo para que los epa  Carlos Manzo se salió del partido de morena por qué había muchas inconsistencias en el partido dicho por el así que ahí tiene sus croquetas perro vendido
1990224768499614119,2025-11-17T01:05:36.000Z,"¡Carlos Manzo, no se olvida! https://t.co/5aAfriKBCZ"
1990224643941417109,2025-11-17T01:05:06.000Z,"@MaxKaiser75 El poder reside en el pueblo, en contraposición a un monarca o élite. LOS TIRANOS SIEMPRE GOBIERNAN DESDE UN PALACIO
GENERACION ""Z"", TU VOZ CUENTA, CARLOS MANZO NO MURIO, QUIEN LO ASESINO #fueCLAUDIA.  
REVOCACIÓN DE MANDATO YA!!!
MEXICANOS. 20 DE NOVIEMBRE REVOLUCIÓN  MEXICANA https://t.co/2vyXBgTGSf"
1990224632939778310,2025-11-17T01:05:03.000Z,"@MarOliMx La señora Morgan finge que le importa la vida de la señora fallecida, pero habla de su empleada como si fuera su esclava. Esta gentuza es egoísta en primer lugar, la vida humana les vale madre, solo la usan de consigna, sea de una mujer de área rural o sea Carlos Manzo."
1990224189962293291,2025-11-17T01:03:18.000Z,"@DaEcheverriaMX Abran carpetas contra los cabrones que asesinaron a Carlos Manzo , 
Abran carpetas contra los cabrones que robaron en Pemex, 
Abran carpetas de investigacion con AMLO, su hijo , su hermano y sus cómplices"
1990224104436424730,2025-11-17T01:02:57.000Z,"@ANDREAAS1382551 @PilarNosoyBoot @cayetanaAT Pues solo eso falta hija de tu pndja madre que te abortó..ahora resulta que no podemos protestar porque nos matan, como lo hicieron con Carlos Manzo..en Uruapan!"
1990224026262761966,2025-11-17T01:02:39.000Z,Ooof: Una noche con Carlos Manzo. Así cazaba bandidos el alcalde de Uruapan. https://t.co/UWAWSmSQ1A https://t.co/95iFnVkJkr
1990223888513679708,2025-11-17T01:02:06.000Z,@Claudiashein  mato a Carlos Manzo https://t.co/uupOX7lT9d
1990223364791697587,2025-11-17T01:00:01.000Z,"El diputado independiente Carlos Bautista pidió  a @LuisaAlcalde poner atención a los integrantes de Morena: ""Hay más de 100 denuncias que hizo #CarlosManzo en contra del exalcalde y todo se grupo de rufianes"".
https://t.co/4zeHYJtRfQ"
1990223361847578986,2025-11-17T01:00:00.000Z,"Un mes antes del asesinato del alcalde de Uruapan, Carlos Manzo, 🇺🇸 EE.UU. advirtió que el CJNG y otros cárteles reclutaban menores y los forzaban a delinquir aprovechándose de sus adicciones. https://t.co/17k24BtkcN"
1990223360622473547,2025-11-17T01:00:00.000Z,"#LoMásVisto | Ana Gabriel tomó unos minutos de uno de sus concierto para lamentar el as3sin4to del alcalde de Uruapan, Michoacán, Carlos Manzo https://t.co/PpMMTBAc52"
1990223269589557440,2025-11-17T00:59:38.000Z,"@Inteligente001 El objetivo #15Nov fue exigir justicia,denunciar la violencia, corrupción e impunidad, pedir acciones reales del gobierno, defender las instituciones, y visibilizar el hartazgo juvenil tras el asesinato de Carlos Manzo. 
Fue para exigir q el gobierno responda
🇲🇽merece seguridad"
1990223115134382226,2025-11-17T00:59:01.000Z,"@Alxcoatl @GuacamayanLeaks @generacionz_mx Para que llores CHIMPANCHAIRO...
LA  JUDÍA... Y ADEMÁS BÚLGARA-LITUANA MANDA REPRIMIR A SU ESTILO SIONISTA, COMO ISRAEL A LOS PALESTINOS, LO TRAE EN LA SANGRÉ. 
NI PERDON,  NI OLVIDO, #fueCLAUDIA LA QUE ASESINO A CARLOS MANZO
NUEVAS ELECCIÓNES PRESIDENCIALES!
👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻 https://t.co/VoVKn6krd5"
1990223069185737150,2025-11-17T00:58:50.000Z,"@LaloUrbanoM @Claudiashein @cayetanaAT CARLOS MANZO, RESPONSABILIZA AL NARCO BORRACHO FECAL FELIPE CALDERON, DE TODA LA TRAGEDIA DE INSEGURIDAD QUE EXISTE EN MEXICO. ADEMÁS, QUE LE ROBÓ LA PRESIDENCIA A LOPEZ OBRADOR, PARA GOBERNAR UN NARCO ESTADO, CON SOCIEDAD CON LOS CARTELES . VER VIDEO
https://t.co/TNqQbKZLLB"
1990222935475523666,2025-11-17T00:58:19.000Z,"@LaloUrbanoM @Claudiashein @cayetanaAT ESTO ES LO QUE VERDADERAMENTE PENSABA, DECIA Y ACLARABA CARLOS MANZO SOBRE LA PRESIDENTA CLAUDIA SHEINBAUM, QUE LA DERECHA, EL PAN Y PRI, HA QUERIDO OCULTAR Y BORRAR.
https://t.co/PwiLecCnW2"
1990222820597780584,2025-11-17T00:57:51.000Z,@Claudiashein Ojala con ese interes hubieras protegido a carlos manzo. tu irresponsabilidad deja familiaa huerfanas
